show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description
s158,Movie,A Choo,Taiwan,2020,2020,Teens,101 min,Action & Adventure,"Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain."
s159,Movie,A Christmas Catch,Canada,2020,2018,Kids,87 min,Dramas,A cop working undercover to trail a possible diamond thief gets caught in a tricky spot when she finds new clues — and new feelings — for the suspect.
s160,Movie,A Christmas Prince,United States,2017,2017,Older Kids,92 min,Children & Family Movies,Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.
s161,Movie,A Christmas Prince: The Royal Baby,United States,2019,2019,Older Kids,85 min,Children & Family Movies,"Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery."
s162,Movie,A Christmas Prince: The Royal Wedding,United States,2018,2018,Older Kids,93 min,Children & Family Movies,"A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol."
s163,Movie,A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,France,2016,2016,Older Kids,22 min,Movies,Parisian teen Marinette transforms herself into superhero Ladybug to find her lonely secret crush Adrien when he runs away from home at Christmas.
s164,Movie,A Cinderella Story,United States,2020,2004,Older Kids,95 min,Children & Family Movies,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?
s165,Movie,A Cinderella Story: Christmas Wish,United States,2019,2019,Older Kids,86 min,Children & Family Movies,"Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle."
s166,Movie,A Clockwork Orange,United Kingdom,2020,1971,Adults,137 min,Classic Movies,"In this dark satire from director Stanley Kubrick, a young, vicious sociopath in a dystopian England undergoes an experimental rehabilitation therapy."
s167,Movie,A Dangerous Woman,United States,2018,1993,Adults,101 min,Dramas,"At the center of this engrossing melodrama is a Golden Globe-nominated turn by Debra Winger, who plays a sheltered, slow-witted woman living with her widowed Aunt Frances while working at a dry cleaners."
s168,Movie,A Fairly Odd Summer,United States,2019,2014,Older Kids,68 min,Children & Family Movies,"In this live-action adventure, the gang heads to Hawaii, where Timmy learns the source of all fairy magic is in dangerous hands."
s169,Movie,A Fall from Grace,United States,2020,2020,Adults,121 min,Dramas,"When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry."
s170,Movie,A Family Affair,Netherlands,2016,2015,Older Kids,111 min,Documentaries,The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.
s171,Movie,A Family Man,Canada,2019,2016,Adults,110 min,Dramas,A ruthless corporate headhunter battles his rival for a promotion while dealing with a family crisis that threatens to derail his career.
s172,Movie,A Family Reunion Christmas,United States,2019,2019,Older Kids,29 min,Movies,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.
s173,Movie,A Flying Jatt,India,2017,2016,Teens,142 min,Action & Adventure,A timid man gets unexpected superpowers while trying to save his family's land and a sacred tree from a ruthless tycoon.
s174,Movie,A Fortunate Man,Denmark,2019,2018,Adults,168 min,Dramas,"A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin."
s175,Movie,A Futile and Stupid Gesture,United States,2018,2018,Adults,102 min,Comedies,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s."
s176,Movie,A Ghost Story,United States,2020,2017,Adults,92 min,Dramas,"Following a fatal car crash, a man's spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open."
s177,Movie,A Glimpse Inside the Mind of Charles Swan III,United States,2018,2012,Adults,86 min,Comedies,"When his girlfriend walks out and leaves him a wreck, a graphic designer – who seemed to have it all – sets out to discover where he went wrong."
s178,Movie,A Go! Go! Cory Carson Christmas,United States,2020,2020,Kids,22 min,Children & Family Movies,"When a familiar-looking stranger crashes in without a memory, Cory helps him remember the magic of Christmas to save the holiday for everyone."
s179,Movie,A Go! Go! Cory Carson Halloween,United States,2020,2020,Kids,22 min,Children & Family Movies,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween! But are all the treats worth the trek to the spooky side of town?"
s180,Movie,A Go! Go! Cory Carson Summer Camp,United States,2020,2020,Kids,21 min,Children & Family Movies,"Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride."
s181,TV Show,A Good Wife,Taiwan,2017,2013,Teens,1 Season,International TV Shows,"As her seemingly idyllic life begins to crumble, a lonely woman in a restrictive marriage starts an affair with a gentle bookstore owner."
s182,Movie,A Grand Night In: The Story of Aardman,United Kingdom,2016,2015,Older Kids,59 min,Documentaries,"Aardman Animations icons Wallace & Gromit, Morph and more join fans and collaborators for a retrospective celebrating the studio's 40th anniversary."
s183,Movie,A Gray State,United States,2017,2017,Adults,93 min,Documentaries,"This documentary dissects the case of a filmmaker whose death, along with the deaths of his wife and daughter, sparked alt-right conspiracy theories."
s184,Movie,A Haunted House,United States,2020,2013,Adults,86 min,Comedies,"This spoof on scary movies follows a young couple settling into a new home, where an evil spirit — and horrifyingly hilarious antics — await."
s185,Movie,A Haunting at Silver Falls: The Return,United States,2019,2019,Teens,80 min,Horror Movies,"When the ghost of her serial killer aunt seemingly resurfaces, Jordan must return to Silver Falls in hopes of finally putting an end to the torment."
s186,Movie,A Heavy Heart,Germany,2017,2015,Adults,109 min,Dramas,"Long past his heyday, a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal, degenerative neural disorder."
s187,Movie,A Holiday Engagement,United States,2019,2011,Kids,92 min,Children & Family Movies,Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.
s188,Movie,A Home with A View,Hong Kong,2019,2019,Adults,92 min,Comedies,"When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down."
s189,TV Show,A House of Blocks,Taiwan,2017,2017,Older Kids,1 Season,International TV Shows,"Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost."
s190,Movie,A Kid from Coney Island,United States,2020,2019,Adults,89 min,Documentaries,"From gifted athlete to professional NBA hooper, Coney Island's Stephon Marbury navigates the pressures, pitfalls and peaks of his basketball journey."
s191,Movie,A Kind of Murder,United States,2017,2016,Adults,96 min,Thrillers,"Obsessed with an unsolved murder case, a crime novelist stuck in an unhappy marriage fantasizes about killing his wife, who soon turns up dead."
s192,TV Show,A Korean Odyssey,South Korea,2019,2017,Adults,1 Season,International TV Shows,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.
s193,Movie,A Land Imagined,France,2019,2019,Adults,95 min,Dramas,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.
s194,Movie,A Leaf of Faith,United States,2018,2018,Adults,87 min,Documentaries,"This documentary takes a deep dive into the benefits, dangers and lingering questions around Kratom leaf as an alternative to opioid painkillers."
s195,Movie,A Life of Speed: The Juan Manuel Fangio Story,Argentina,2020,2020,Teens,93 min,Documentaries,"Juan Manuel Fangio was the Formula One king, winning five world championships in the early 1950s — before protective gear or safety features were used."
s196,TV Show,A Lion in the House,United States,2020,2006,Teens,1 Season,TV Shows,Five kids and their resilient families navigate the treatments and traumas of pediatric cancer in this documentary filmed over the course of six years.
s197,Movie,A Little Chaos,United Kingdom,2019,2014,Adults,113 min,Dramas,"A willful young woman is hired to design a garden at Versailles for Louis XIV. Soon, she's ensnared in political and romantic complications."
s198,TV Show,A Little Help with Carol Burnett,United States,2018,2018,Kids,1 Season,Stand-Up Comedy & Talk Shows,"Comedy icon Carol Burnett returns to TV with a panel of clever kids, who help adults and celebrity guests solve their problems with brutal honesty."
s199,TV Show,A Little Thing Called First Love,China,2019,2019,Kids,1 Season,International TV Shows,A shy college student with a knack for drawing develops a crush on a musically gifted classmate and embarks on a journey of self-discovery.
s200,TV Show,A Love So Beautiful,South Korea,2020,2020,Older Kids,1 Season,International TV Shows,"Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood."
s201,Movie,A Love Song for Latasha,United States,2020,2020,Older Kids,20 min,Documentaries,The killing of Latasha Harlins became a flashpoint for the 1992 LA uprising. This documentary evocatively explores the 15-year-old's life and dreams.
s202,Movie,A Love Story,Philippines,2019,2007,Teens,117 min,Dramas,"Self-made millionaire Ian thinks he's found happiness when he marries caring Joanna, but his love is put to the test when he meets stewardess Karyn."
